project,number_of_participants,marginalized_proportions,marginalized_proportions_coefficient,intersectionally_marginalized,intersectionally_marginalized_coefficient,engagement_hours,engagement_frequency,engagement_duration,number_of_partners,partner_responsibilities,partner_materials,number_of_infrastructure_products,infrastructure_purpose,infrastructure_co_construction,number_of_outputs,output_venues,output_inclusion
STEM Studio,6,1,,,,,,,,,,,,,,,
